id,Name,titleProject_id,class,score,login,password0,Сербин Геннадий Михаилович,7,8в,2,Сербин_ГМ,dvt2qpsy
52,Востров Дмитрий Денисович,282,9г,3,Востров_ДД,ziJmp9fK
53,Бураханова Анастасия Леонидовна,16,8г,2,Бураханова_АЛ,iTivxhS2
54,Понизов Виктор Кириллович,214,11и,5,Понизов_ВК,oMgfOCCp
55,Суздалев Валерий Алексеевич,66,11т,5,Суздалев_ВА,3fHWPstO
56,Колендин Дмитрий Алексеевич,153,10в,4,Колендин_ДА,MGoik4YG
57,Сулькова Екатерина Андреевна,325,8и,4,Сулькова_ЕА,j96fHwsa
58,Аржевитова Надежда Федоровна,242,10в,2,Аржевитова_НФ,SKDr5H6m
59,Крассов Валерий Олегович,201,8х,5,Крассов_ВО,QOIhhC3F
60,Сонураева Инна Андреевна,450,9т,3,Сонураева_ИА,eNStbUXa
61,Пашин Роман Вадимович,204,10д,2,Пашин_РВ,BydMI8NW
62,Фичкина Евгения Федоровна,29,11д,3,Фичкина_ЕФ,deNRGyT4
63,Свилин Олег Виталиевич,123,8в,2,Свилин_ОВ,qCm0jKZP
64,Рогоцкий Андрей Адамович,142,9в,2,Рогоцкий_АА,J8jXHbbW
65,Ахантьев Игорь Валериевич,80,10д,5,Ахантьев_ИВ,3v4STkjx
66,Сочиникова Ксения Кирилловна,100,10д,2,Сочиникова_КК,OlJbLUil
67,Остюков Артур Романович,329,11и,3,Остюков_АР,Jre0HiFm
68,Брюкина Оксана Викторовна,98,8в,5,Брюкина_ОВ,fWKjvgkd
69,Кузовенков Игорь Юрьевич,322,9г,None,Кузовенков_ИЮ,nvTzqa3a
70,Калухов Тарас Иванович,207,11а,3,Калухов_ТИ,h8Sml2RR
71,Батыров Пётр Виталиевич,227,7и,3,Батыров_ПВ,ZQ6pL6bi
72,Озрина Катерина Валерьевна,147,10а,4,Озрина_КВ,umdZM1rb
73,Декалова Полина Леонидовна,470,11д,5,Декалова_ПЛ,ZcMsLNP8
74,Лосицкий Владимир Кириллович,369,9т,5,Лосицкий_ВК,8wRI0UGR
75,Магнусов Пётр Максимович,437,7и,5,Магнусов_ПМ,tEpHgsdl
76,Лавренков Михаил Василиевич,188,9б,2,Лавренков_МВ,QsURGb0M
77,Шушкалова Вероника Алексеевна,411,8т,5,Шушкалова_ВА,72qo8LyK
78,Бороданова Маргарита Дмитриевна,118,7г,5,Бороданова_МД,v5sI8dFZ
79,Циркина Виолетта Федоровна,231,9г,2,Циркина_ВФ,b3MabCn3
80,Болохина Екатерина Андреевна,194,11д,3,Болохина_ЕА,908mGBGy
81,Чукалова Дарья Валерьевна,20,10г,4,Чукалова_ДВ,44gJmGwv
82,Беловолов Степан Петрович,222,9д,2,Беловолов_СП,BYmEvlpB
83,Зудейкина Вероника Ивановна,166,8и,3,Зудейкина_ВИ,QCYlW5Gs
84,Макунова Мария Борисовна,47,9в,5,Макунова_МБ,XfWOFZaU
85,Верзанский Геннадий Андреевич,497,7д,5,Верзанский_ГА,3LdBCB54
86,Алтубин Ярослав Леонидович,414,10г,5,Алтубин_ЯЛ,o64bHkuj
87,Аузин Игорь Алексиевич,435,8х,5,Аузин_ИА,5r3lD02v
88,Калыгин Степан Тимофеевич,353,8и,2,Калыгин_СТ,3WzZOHhk
89,Дурныгина Полина Игоревна,72,8и,2,Дурныгина_ПИ,TGIn5yU9
90,Антюфеева Александра Вадимовна,347,8и,2,Антюфеева_АВ,FVjOIe4e
91,Лощинский Борис Романович,210,10б,3,Лощинский_БР,aLPxteGb
92,Ходорков Евгений Виталиевич,344,9г,5,Ходорков_ЕВ,aYHT9siB
93,Кафорин Федор Данилович,427,10д,3,Кафорин_ФД,qWq68jxe
94,Косынская Алиса Дмитриевна,40,9в,3,Косынская_АД,hzpdtgwm
95,Беремцев Артём Антонович,434,11т,2,Беремцев_АА,J01SFuAJ
96,Влянская Мария Андреевна,490,7т,4,Влянская_МА,V6u04pJP
97,Мыгеева Лиза Василевна,280,8в,5,Мыгеева_ЛВ,JtOuWo4V
98,Акутникова Мария Алексеевна,173,11в,2,Акутникова_МА,RS0kKVph
99,Карябкин Константин Максимович,89,7и,2,Карябкин_КМ,dMG5dZ00
100,Прилепина Яна Максимовна,30,10в,5,Прилепина_ЯМ,ELWdHiex
101,Ведищев Никита Георгиевич,365,7и,5,Ведищев_НГ,x16GKlha
102,Самчева Вероника Борисовна,287,10г,3,Самчева_ВБ,5y1wQH2G
103,Пирцхалова Карина Леонидовна,452,10г,5,Пирцхалова_КЛ,aQ2KZhAN
104,Павлочев Денис Борисович,432,11д,5,Павлочев_ДБ,XHedez57
105,Арашкова Екатерина Евгеньевна,356,8х,None,Арашкова_ЕЕ,fZp7XWhh
106,Байсарова Людмила Василевна,215,11и,2,Байсарова_ЛВ,bzj7evSq
107,Кудекина Зинаида Игоревна,250,10и,3,Кудекина_ЗИ,B0Jf4FTL
108,Дерналов Виталий Викторович,1,9г,4,Дерналов_ВВ,wc7t9Mpm
109,Сазинова Галина Романовна,61,9и,3,Сазинова_ГР,4OcRXK42
110,Остаченова Марина Эдуардовна,229,9т,5,Остаченова_МЭ,Drh4Pz4e
111,Битюкова Яна Егоровна,488,9и,4,Битюкова_ЯЕ,ZWAPHjaN
112,Иваницкий Константин Борисович,232,8д,5,Иваницкий_КБ,ZpaqTK4f
113,Белянский Владислав Игоревич,74,11б,5,Белянский_ВИ,wtAIGaq2
114,Баранкин Артём Алексеевич,382,9т,2,Баранкин_АА,ntpD8RGe
115,Шкабанова Софья Вадимовна,499,9х,4,Шкабанова_СВ,V1XD13Y2
116,Полозлов Денис Адамович,155,8т,3,Полозлов_ДА,zHClYD5K
117,Жунина Светлана Михайловна,162,8в,3,Жунина_СМ,EIZq0Nkx
118,Пантыкин Борис Игоревич,245,9х,2,Пантыкин_БИ,jlG3O44s
119,Доутова Марина Богдановна,189,11х,2,Доутова_МБ,Z8fjGbhS
120,Трещалова Яна Андреевна,330,8б,3,Трещалова_ЯА,5OlmABEG
121,Ивашечкин Александр Данилович,390,10т,4,Ивашечкин_АД,iE8jl34e
122,Мазьянова Инна Богдановна,416,11в,4,Мазьянова_ИБ,VU1XB6Tz
123,Корогев Николай Евгеньевич,184,8б,5,Корогев_НЕ,0kwRAXfL
124,Заидова Галина Максимовна,88,9т,4,Заидова_ГМ,MjmoVJNt
125,Рамхин Кирилл Алексиевич,459,9х,4,Рамхин_КА,PzkxGnLC
126,Кизбабаев Эдуард Фёдорович,415,11т,2,Кизбабаев_ЭФ,BhaQh8Ty
127,Соурчаков Ярослав Валериевич,268,8б,2,Соурчаков_ЯВ,HXT6iKdS
128,Мотяшева Алена Михайловна,404,7т,2,Мотяшева_АМ,m6nWNa9t
129,Горшкова Наталия Яковлевна,340,11а,2,Горшкова_НЯ,KyYii03s
130,Зябрицкий Игорь Виталиевич,332,7а,5,Зябрицкий_ИВ,eq5GFOL1
131,Шельдяев Игорь Юриевич,97,7д,5,Шельдяев_ИЮ,y66bZ7TC
132,Шмелькин Максим Викторович,483,9т,5,Шмелькин_МВ,y4w4oBTY
133,Жалкин Алексей Алексеевич,43,7а,3,Жалкин_АА,qk54T9qo
134,Худасов Денис Максимович,70,10д,2,Худасов_ДМ,g8tqvxVs
135,Швичкова Наталья Эдуардовна,398,7г,4,Швичкова_НЭ,0Xl1YrE6
136,Едская Жанна Валерьевна,436,11в,4,Едская_ЖВ,mT0OvLVb
137,Поморзина Полина Евгеньевна,122,7д,4,Поморзина_ПЕ,Mq9KOlUQ
138,Будачева Кира Олеговна,55,11х,4,Будачева_КО,DVTTtlmi
139,Молкаев Василий Валериевич,216,8д,2,Молкаев_ВВ,0DJDBxpX
140,Яцынин Константин Тимофеевич,285,7г,2,Яцынин_КТ,e8hntL5x
141,Маховиков Василий Петрович,391,7х,4,Маховиков_ВП,AcVTbnfF
142,Шаметова Евгения Вадимовна,463,7а,2,Шаметова_ЕВ,IyKIRVz6
143,Законнова Жанна Евгеньевна,442,11и,None,Законнова_ЖЕ,jDvD7BpU
144,Перчихин Аркадий Тимофеевич,164,10т,3,Перчихин_АТ,eeLA8Mxf
145,Бурдасова Ксения Игоревна,203,9а,3,Бурдасова_КИ,UFdhUVxT
146,Киссин Степан Иванович,251,7х,5,Киссин_СИ,sapN3fzq
147,Вапилина Мария Егоровна,77,7д,2,Вапилина_МЕ,x5P3YEBz
148,Сигутина Дарья Федоровна,458,7б,2,Сигутина_ДФ,ulmJu7rB
149,Сошьяков Альберт Фёдорович,17,7т,4,Сошьяков_АФ,iVlDJHwE
150,Лугахина Клара Вадимовна,419,8в,4,Лугахина_КВ,PXr66qkr
151,Логецкий Анатолий Виталиевич,372,11б,4,Логецкий_АВ,NiE6vF0Q
152,Ковайкова Юлия Егоровна,75,10г,2,Ковайкова_ЮЕ,utCOdhzR
153,Вермутский Валерий Петрович,447,9и,5,Вермутский_ВП,XPj8pHiC
154,Россомахов Олег Юриевич,56,8в,2,Россомахов_ОЮ,1bXzBJoo
155,Циплакова Екатерина Егоровна,471,9б,5,Циплакова_ЕЕ,9JxkZC6l
156,Квятцева Алла Никитична,138,11в,2,Квятцева_АН,oH04aA7S
157,Выхухолева Лариса Василевна,384,8б,5,Выхухолева_ЛВ,rYu0gwTA
158,Целохов Андрей Вадимович,433,8и,5,Целохов_АВ,TiOXOFsi
159,Бендин Иван Яковлевич,71,8и,4,Бендин_ИЯ,RafQI3GG
160,Лазученков Василий Алексеевич,381,7х,2,Лазученков_ВА,20RBcRDH
161,Скоропухов Михаил Василиевич,69,10и,3,Скоропухов_МВ,r8AKO6nh
162,Мухонкин Тарас Романович,126,9и,4,Мухонкин_ТР,wSaqarHi
163,Камерцев Владимир Кириллович,303,7а,3,Камерцев_ВК,5jLWejUP
164,Сандрыкина Анна Олеговна,324,10т,2,Сандрыкина_АО,8L0wucCD
165,Недбайлов Алексей Денисович,15,7т,2,Недбайлов_АД,srLBy4Py
166,Серпков Ярослав Георгиевич,380,10б,4,Серпков_ЯГ,1bbbF5c7
167,Хатшуклов Аркадий Николаевич,42,11т,4,Хатшуклов_АН,Tx8QvAyq
168,Литвалиева Алиса Егоровна,10,11и,3,Литвалиева_АЕ,mxoE328s
169,Енесина Лиза Валерьевна,293,9б,5,Енесина_ЛВ,Sl2fS0KI
170,Пикальков Эдуард Алексиевич,21,8д,5,Пикальков_ЭА,oeiULRwO
171,Сачинский Валентин Кириллович,125,10т,2,Сачинский_ВК,DN2rrF1y
172,Тарзанова Евгения Аркадьевна,96,9д,2,Тарзанова_ЕА,EpFWiGjK
173,Лапундин Юрий Игоревич,267,8и,5,Лапундин_ЮИ,kItFhTNS
174,Личева Лиза Михайловна,453,9б,3,Личева_ЛМ,HmFeRSKF
175,Смароверов Яков Борисович,131,11в,4,Смароверов_ЯБ,SHXenWaT
176,Вереина Алла Василевна,295,10и,3,Вереина_АВ,4wPp5NdZ
177,Погиблева Дарья Леонидовна,283,9в,5,Погиблева_ДЛ,OUq8ZcFS
178,Байнова Анастасия Вадимовна,363,7б,3,Байнова_АВ,Lvhl04DN
179,Шиловский Вячеслав Максимович,438,9и,4,Шиловский_ВМ,NjCqf9ru
180,Сыждиков Пётр Василиевич,494,11х,5,Сыждиков_ПВ,PLVai9zz
181,Каценова Алёна Эдуардовна,165,11т,2,Каценова_АЭ,pPdPuaNg
182,Мужицких Ева Олеговна,348,8х,3,Мужицких_ЕО,LJUY9Q01
183,Плеснецов Степан Юрьевич,22,10а,2,Плеснецов_СЮ,MjwhA9ty
184,Игумнова Алёна Сергеевна,114,9д,4,Игумнова_АС,L6TQdN59
185,Хадаров Владимир Валериевич,278,11т,5,Хадаров_ВВ,aqUNIF6n
186,Ступакова Кира Ивановна,421,8и,3,Ступакова_КИ,OCW7io8L
187,Шоленинов Федор Максимович,286,11т,4,Шоленинов_ФМ,bDHyg1RC
188,Гундаров Руслан Николаевич,158,9д,4,Гундаров_РН,72VUzxLl
189,Гречишева Марина Андреевна,464,7д,2,Гречишева_МА,pIylKcWj
190,Утилова Алена Андреевна,253,11д,3,Утилова_АА,mgpPNWYF
191,Роткичева Алиса Максимовна,410,10а,4,Роткичева_АМ,FfsfBihg
192,Колтышева Марина Вадимовна,87,11г,4,Колтышева_МВ,BZhCl6I4
193,Гурычева Лариса Валерьевна,489,9б,2,Гурычева_ЛВ,5D2KyVbL
194,Горцева Кристина Никитична,246,8и,4,Горцева_КН,rGndsAZ3
195,Кутурин Геннадий Денисович,197,9в,2,Кутурин_ГД,kyLpm7AD
196,Стефанков Яков Евгеньевич,318,10г,3,Стефанков_ЯЕ,NlwOzClE
197,Множина Людмила Василевна,90,8б,2,Множина_ЛВ,rAaV128D
198,Семисалов Георгий Иванович,316,9в,3,Семисалов_ГИ,XH0UQa5u
199,Рогалов Альберт Валериевич,327,9б,2,Рогалов_АВ,d54xWzHV
200,Черетаева Анастасия Олеговна,341,9б,2,Черетаева_АО,NrG7vCIp
201,Радоминова Любовь Игоревна,25,9и,5,Радоминова_ЛИ,pupXsKz7
202,Шувырина Лиза Андреевна,395,9а,5,Шувырина_ЛА,KLD16dRJ
203,Калиженков Семён Алексеевич,401,11а,4,Калиженков_СА,9S0EAu8H
204,Старокашин Константин Петрович,309,10а,3,Старокашин_КП,aGXuPpau
205,Малтоцов Аркадий Яковлевич,218,8а,3,Малтоцов_АЯ,kjxN1GWu
206,Кузеванова Ева Егоровна,116,7д,2,Кузеванова_ЕЕ,mRrBMOlu
207,Нурулина Алёна Егоровна,284,9х,2,Нурулина_АЕ,1Nr3AeWU
208,Лератов Герасим Сергеевич,374,10а,4,Лератов_ГС,64RzfJzW
209,Людин Руслан Аркадиевич,498,7и,3,Людин_РА,WuokXYBE
210,Пурин Виктор Данилович,154,8и,5,Пурин_ВД,yvGzzBTh
211,Лютов Виктор Юрьевич,288,11г,2,Лютов_ВЮ,LUlOl8J5
212,Марюшкина Яна Федоровна,345,10д,5,Марюшкина_ЯФ,XagvFy0G
213,Томилова Кристина Михайловна,492,11б,3,Томилова_КМ,4is5qMEA
214,Дистерев Валерий Валериевич,24,7г,3,Дистерев_ВВ,vnH6Efog
215,Дочкин Геннадий Алексиевич,52,11и,5,Дочкин_ГА,sqMcdqCM
216,Иняхин Руслан Сергеевич,234,7и,5,Иняхин_РС,Xd3lnUoV
217,Знайкова Раиса Егоровна,148,11х,3,Знайкова_РЕ,kyHECN1S
218,Кашавцев Аркадий Леонидович,58,7а,4,Кашавцев_АЛ,bProzONP
219,Пятернина Кристина Андреевна,445,7и,2,Пятернина_КА,s1kSiBBD
220,Гусеева Карина Викторовна,263,9и,2,Гусеева_КВ,dBVUYWAZ
221,Кастева Яна Сергеевна,108,7и,2,Кастева_ЯС,ge0NinMF
222,Гришанин Тарас Павлович,113,10т,2,Гришанин_ТП,cfTK5fr9
223,Грамоткин Илья Викторович,195,8д,5,Грамоткин_ИВ,LHia7oW7
224,Мелисин Геннадий Василиевич,465,10г,2,Мелисин_ГВ,6I38LGyM
225,Цинина Светлана Яковлевна,105,11г,5,Цинина_СЯ,3IffG3k8
226,Петов Георгий Адамович,57,9а,2,Петов_ГА,pTt0m4lS
227,Реева Валентина Максимовна,146,11и,5,Реева_ВМ,atq94GgE
228,Слесивых Мария Аркадьевна,35,7и,5,Слесивых_МА,x5s1tKOW
229,Афтаева Полина Ивановна,193,10д,5,Афтаева_ПИ,DfE7GQVM
230,Кривицкий Валентин Виталиевич,208,8х,5,Кривицкий_ВВ,125Rc4E5
231,Чубатов Константин Леонидович,279,11а,4,Чубатов_КЛ,HDghAwlo
232,Партенков Геннадий Павлович,418,8х,3,Партенков_ГП,RGluqv7P
233,Черушев Григорий Борисович,84,7г,4,Черушев_ГБ,ariuuxJi
234,Тютекин Георгий Тимофеевич,262,7а,2,Тютекин_ГТ,aBdpN7BX
235,Янкевский Вячеслав Адамович,167,11г,4,Янкевский_ВА,kVT3y0Xk
236,Сухручкина Клавдия Аркадьевна,177,7в,4,Сухручкина_КА,fLbaQIXR
237,Конофалова Клара Петровна,95,11д,5,Конофалова_КП,2xn38bDk
238,Лигасов Михаил Павлович,491,11г,4,Лигасов_МП,gibSSA6m
239,Писарьков Альберт Игоревич,313,8в,4,Писарьков_АИ,hCIN7TPQ
240,Варов Кирилл Иванович,28,8а,5,Варов_КИ,IcDab1DI
241,Пурынов Евгений Петрович,244,9и,3,Пурынов_ЕП,IOBUCTIG
242,Супрутская Вероника Викторовна,187,9а,2,Супрутская_ВВ,WaIoxtnE
243,Скроцкая Алина Федоровна,127,8г,3,Скроцкая_АФ,rEfYV3nC
244,Барадулин Вадим Юрьевич,281,11х,3,Барадулин_ВЮ,fiAREEVx
245,Точилин Дмитрий Фёдорович,476,8а,2,Точилин_ДФ,OBbs8eIm
246,Бикмуллин Руслан Валериевич,333,11т,2,Бикмуллин_РВ,Jw2sGlNN
247,Серпичев Василий Алексиевич,394,10х,5,Серпичев_ВА,JmSbHqaw
248,Вострышев Яков Аркадиевич,343,8г,5,Вострышев_ЯА,yesew2se
249,Грушчева София Евгеньевна,480,11в,None,Грушчева_СЕ,TGfQ6QnE
250,Кулапов Александр Юрьевич,109,9б,5,Кулапов_АЮ,RX46qbOd
251,Чибисенков Владислав Фёдорович,375,8х,3,Чибисенков_ВФ,yxfduEma
252,Утилов Роман Василиевич,254,9х,2,Утилов_РВ,Q5kG8lt5
253,Татаурова Галина Федоровна,145,10т,4,Татаурова_ГФ,OEQSPMH4
254,Визавитина Наталия Леонидовна,101,10г,2,Визавитина_НЛ,lfwDrKgj
255,Мягченков Артём Денисович,115,7б,4,Мягченков_АД,nHgT2nBM
256,Брикова Инна Богдановна,256,9б,4,Брикова_ИБ,lFwzLJ7y
257,Наторкин Валентин Данилович,319,7и,2,Наторкин_ВД,3VnuizoD
258,Эштрекова Софья Алексеевна,76,9в,3,Эштрекова_СА,uZBM4FHo
259,Кутаманова Кира Андреевна,182,10т,2,Кутаманова_КА,i8CmKbBY
260,Кыштымова Евгения Эдуардовна,255,8в,5,Кыштымова_ЕЭ,05uQ6dnI
261,Ккнязева Клавдия Дмитриевна,34,7б,5,Ккнязева_КД,L7P1P05A
262,Глаголина Алиса Никитична,249,9д,2,Глаголина_АН,IonKrzi8
263,Рисина Раиса Валерьевна,451,10а,4,Рисина_РВ,tzXJu7DX
264,Ребров Алексей Георгиевич,289,8и,3,Ребров_АГ,8yvrT6G5
265,Вырысалова Александра Евгеньевна,39,11и,2,Вырысалова_АЕ,BX7IQ5K7
266,Гомольский Владимир Юриевич,314,11х,5,Гомольский_ВЮ,d788FOZT
267,Швинова Марина Федоровна,271,8г,5,Швинова_МФ,oreeGxIL
268,Рудковская Инна Дмитриевна,6,7т,3,Рудковская_ИД,2MlCJVpE
269,Решеткина Дарья Василевна,408,10и,3,Решеткина_ДВ,f3aavYF9
270,Евстихеев Игорь Василиевич,422,10х,5,Евстихеев_ИВ,TnXuXh8L
271,Лазарина Алёна Федоровна,161,8б,3,Лазарина_АФ,I2VMsU1j
272,Гляченков Григорий Николаевич,431,10а,5,Гляченков_ГН,2mCkHhXl
273,Чардынцева Алина Вадимовна,135,10д,3,Чардынцева_АВ,gmYisovc
274,Скаредов Яков Иванович,337,9т,5,Скаредов_ЯИ,zwBpc9CL
275,Юрицкий Эдуард Денисович,192,7д,3,Юрицкий_ЭД,3GkPimeS
276,Кравчина Светлана Аркадьевна,413,11г,5,Кравчина_СА,l5KyfEqI
277,Чмареткова Полина Вадимовна,449,10а,2,Чмареткова_ПВ,M674NCEm
278,Углова Галина Романовна,260,9г,3,Углова_ГР,bfhkf6Kf
279,Згуровская Виктория Андреевна,220,9т,4,Згуровская_ВА,5AgrlUeX
280,Секерский Станислав Сергеевич,235,10а,4,Секерский_СС,fcWpzbBW
281,Жевайкин Евгений Адамович,86,11г,3,Жевайкин_ЕА,i3qhhgdF
282,Коточигов Семён Игоревич,26,9д,5,Коточигов_СИ,ZWOrKG3q
283,Калонин Альберт Денисович,297,8б,2,Калонин_АД,lsXDZ1Pg
284,Валягин Григорий Антонович,94,10в,4,Валягин_ГА,g5qiXZc3
285,Коцева Кристина Николаевна,412,9г,3,Коцева_КН,DDUWgkfe
286,Голина Кристина Максимовна,3,7х,3,Голина_КМ,vEZQOkt6
287,Батрамеев Анатолий Романович,354,9х,3,Батрамеев_АР,c5Wx5ToZ
288,Чикмарев Валентин Валериевич,306,9и,5,Чикмарев_ВВ,ofPUj6vH
289,Киницына Валерия Олеговна,202,7х,4,Киницына_ВО,4ajOynPz
290,Числин Юрий Денисович,121,7в,2,Числин_ЮД,ZHT6GbXv
291,Стебунова Юлия Романовна,358,9т,3,Стебунова_ЮР,ihTXNoAy
292,Кацов Павел Павлович,236,10г,5,Кацов_ПП,GJljPul8
293,Гоцев Тарас Викторович,41,8в,3,Гоцев_ТВ,Kl9Cjzku
294,Мотовицкий Роман Аркадиевич,31,11и,5,Мотовицкий_РА,el6xAz6u
295,Чурзина Клара Егоровна,308,10б,3,Чурзина_КЕ,CNRzMV5r
296,Щепалкина Валерия Сергеевна,134,9б,4,Щепалкина_ВС,p5xurGqv
297,Утимишев Ярослав Игоревич,239,11а,3,Утимишев_ЯИ,Udkb17LV
298,Алуханов Кирилл Фёдорович,298,7т,2,Алуханов_КФ,5xWpiiEI
299,Полунеев Валентин Валериевич,307,8и,2,Полунеев_ВВ,nf49PfBR
300,Крупенова Наталия Андреевна,209,7в,5,Крупенова_НА,P3Rgb1ml
301,Корнюшин Илья Юрьевич,44,10т,3,Корнюшин_ИЮ,uIjYxIlg
302,Паушева Виолетта Никитична,310,8г,4,Паушева_ВН,Mts90DU4
303,Берзин Герасим Антонович,349,11т,5,Берзин_ГА,HvXGTZ7T
304,Шулунова Алла Алексеевна,54,7д,4,Шулунова_АА,LKw4Uvqj
305,Трепашова София Яковлевна,399,11а,2,Трепашова_СЯ,3IHSh7kg
306,Чумейкин Константин Антонович,8,8б,5,Чумейкин_КА,YYKygJQi
307,Польшиков Денис Игоревич,495,9и,2,Польшиков_ДИ,oP9cEenN
308,Медоусова Жанна Романовна,252,7б,2,Медоусова_ЖР,TihP2arE
309,Акуратова Клавдия Андреевна,92,9г,5,Акуратова_КА,c0fXgDAM
310,Курмеева Елизавета Валерьевна,486,8а,5,Курмеева_ЕВ,2kMtjgpG
311,Бадов Александр Аркадиевич,217,10г,3,Бадов_АА,0BvHOsBk
312,Бакушин Эдуард Адамович,265,7б,5,Бакушин_ЭА,jUVQNdww
313,Чебина Инна Сергеевна,273,10т,2,Чебина_ИС,J4AJlMyq
314,Подледнова Наталья Ивановна,112,11и,3,Подледнова_НИ,nffnYbmi
315,Садгеева Лиза Евгеньевна,460,11г,3,Садгеева_ЛЕ,8H5vyBEN
316,Акушин Борис Павлович,493,9т,2,Акушин_БП,Mwk0vJxq
317,Аришев Руслан Кириллович,379,10т,3,Аришев_РК,QY44M5w1
318,Гуслова Кристина Олеговна,389,9в,2,Гуслова_КО,anyMQz0J
319,Глоточкина Оксана Аркадьевна,370,9и,5,Глоточкина_ОА,Hga4lF4d
320,Шапина Маргарита Романовна,163,8б,5,Шапина_МР,zImewZwI
321,Дурылин Георгий Валериевич,261,11т,4,Дурылин_ГВ,ZyMKUJ9o
322,Болкисева Анна Викторовна,248,7х,4,Болкисева_АВ,yHrhVyyu
